sample,study,cohort,MGMT_mRNA
TCGA-LD-A9QF-01,BRCA,non-glioma,10.0051
TCGA-UL-AAZ6-01,BRCA,non-glioma,11.0122
TCGA-A7-A26H-01,BRCA,non-glioma,9.7199
TCGA-AC-A62X-01,BRCA,non-glioma,9.4778
TCGA-AC-A8OP-01,BRCA,non-glioma,10.1728
TCGA-AC-A8OQ-01,BRCA,non-glioma,9.7968
TCGA-AO-A125-01,BRCA,non-glioma,10.2523
TCGA-D8-A1JL-01,BRCA,non-glioma,7.7277
TCGA-D8-A27H-01,BRCA,non-glioma,9.1988
TCGA-E9-A2JS-01,BRCA,non-glioma,9.6363
TCGA-OL-A66K-01,BRCA,non-glioma,10.5219
TCGA-PE-A5DC-01,BRCA,non-glioma,10.189
TCGA-AC-A8OS-01,BRCA,non-glioma,9.5508
TCGA-B6-A0RO-01,BRCA,non-glioma,11.1111
TCGA-D8-A1Y2-01,BRCA,non-glioma,10.2871
TCGA-E2-A1IK-01,BRCA,non-glioma,9.9374
TCGA-E9-A1NH-01,BRCA,non-glioma,9.3467
TCGA-E9-A22B-01,BRCA,non-glioma,9.083
TCGA-E9-A295-01,BRCA,non-glioma,10.1915
TCGA-OL-A5D6-01,BRCA,non-glioma,9.2804
TCGA-OL-A66L-01,BRCA,non-glioma,12.2785
TCGA-S3-A6ZG-01,BRCA,non-glioma,9.6903
TCGA-A1-A0SB-01,BRCA,non-glioma,10.3121
TCGA-A2-A0EN-01,BRCA,non-glioma,10.0845
TCGA-A2-A259-01,BRCA,non-glioma,9.7666
TCGA-A7-A425-01,BRCA,non-glioma,10.7307
TCGA-AQ-A0Y5-01,BRCA,non-glioma,9.5273
TCGA-AR-A1AK-01,BRCA,non-glioma,9.6687
TCGA-D8-A1JT-01,BRCA,non-glioma,8.7334
TCGA-E9-A1N3-01,BRCA,non-glioma,9.3616
TCGA-E9-A1R3-01,BRCA,non-glioma,9.5664
TCGA-EW-A1J6-01,BRCA,non-glioma,10.1771
TCGA-EW-A1PB-01,BRCA,non-glioma,9.8062
TCGA-LL-A7T0-01,BRCA,non-glioma,11.2496
TCGA-OL-A5D7-01,BRCA,non-glioma,10.3446
TCGA-AN-A0XP-01,BRCA,non-glioma,9.2231
TCGA-AR-A2LE-01,BRCA,non-glioma,9.783
TCGA-BH-A0H9-01,BRCA,non-glioma,9.4582
TCGA-BH-A1FL-01,BRCA,non-glioma,10.0119
TCGA-D8-A1XQ-01,BRCA,non-glioma,10.0415
TCGA-E2-A56Z-01,BRCA,non-glioma,10.265
TCGA-E2-A576-01,BRCA,non-glioma,12.1715
TCGA-E9-A24A-01,BRCA,non-glioma,9.2408
TCGA-GM-A2D9-01,BRCA,non-glioma,10.8073
TCGA-LL-A9Q3-01,BRCA,non-glioma,11.3146
TCGA-A7-A6VX-01,BRCA,non-glioma,10.3762
TCGA-AC-A3OD-01,BRCA,non-glioma,10.6150871054
TCGA-AN-A0XN-01,BRCA,non-glioma,9.3911
TCGA-AR-A0TR-01,BRCA,non-glioma,8.3846
TCGA-AR-A5QN-01,BRCA,non-glioma,9.8818
TCGA-AR-A5QQ-01,BRCA,non-glioma,10.4725
TCGA-BH-A1EO-01,BRCA,non-glioma,9.0847
TCGA-C8-A3M8-01,BRCA,non-glioma,9.8023
TCGA-D8-A4Z1-01,BRCA,non-glioma,9.4604
TCGA-E9-A1RF-01,BRCA,non-glioma,9.5547
TCGA-EW-A1P1-01,BRCA,non-glioma,9.0983
TCGA-XX-A89A-01,BRCA,non-glioma,9.3958
TCGA-A1-A0SO-01,BRCA,non-glioma,4.8579
TCGA-A2-A0YF-01,BRCA,non-glioma,9.0305
TCGA-A2-A0YM-01,BRCA,non-glioma,9.3824
TCGA-AN-A0XV-01,BRCA,non-glioma,9.1929
TCGA-B6-A0WV-01,BRCA,non-glioma,10.2654
TCGA-BH-A1EX-01,BRCA,non-glioma,9.3778
TCGA-E2-A10B-01,BRCA,non-glioma,10.2013
TCGA-E9-A1RD-01,BRCA,non-glioma,9.7369
TCGA-GM-A4E0-01,BRCA,non-glioma,10.3669
TCGA-LL-A73Y-01,BRCA,non-glioma,9.3811
TCGA-OL-A97C-01,BRCA,non-glioma,9.9537
TCGA-S3-AA11-01,BRCA,non-glioma,10.3822
TCGA-A2-A0SU-01,BRCA,non-glioma,9.382
TCGA-A2-A25F-01,BRCA,non-glioma,8.7843
TCGA-A2-A4S1-01,BRCA,non-glioma,10.2859
TCGA-AC-A3YJ-01,BRCA,non-glioma,10.6357
TCGA-AR-A0TV-01,BRCA,non-glioma,10.1626
TCGA-BH-A1FJ-01,BRCA,non-glioma,10.2328
TCGA-D8-A1X9-01,BRCA,non-glioma,9.4976
TCGA-D8-A27E-01,BRCA,non-glioma,10.1097
TCGA-E9-A1R4-01,BRCA,non-glioma,9.552
TCGA-OL-A5S0-01,BRCA,non-glioma,11.3164
TCGA-W8-A86G-01,BRCA,non-glioma,10.3189
TCGA-A7-A26I-01,BRCA,non-glioma,8.52996872166
TCGA-AC-A2FB-01,BRCA,non-glioma,10.1722
TCGA-AC-A2FO-01,BRCA,non-glioma,9.8427
TCGA-AC-A3W5-01,BRCA,non-glioma,9.9902
TCGA-AR-A1AW-01,BRCA,non-glioma,9.5953
TCGA-AR-A1AY-01,BRCA,non-glioma,8.7116
TCGA-AR-A24H-01,BRCA,non-glioma,9.3607
TCGA-AR-A2LN-01,BRCA,non-glioma,9.6665
TCGA-BH-A0H7-01,BRCA,non-glioma,9.8511
TCGA-BH-A0HP-01,BRCA,non-glioma,10.1361
TCGA-D8-A1Y0-01,BRCA,non-glioma,9.8385
TCGA-E9-A5FL-01,BRCA,non-glioma,11.9347
TCGA-GM-A5PX-01,BRCA,non-glioma,10.3438
TCGA-S3-AA10-01,BRCA,non-glioma,9.7799
TCGA-AR-A0TX-01,BRCA,non-glioma,10.025
TCGA-AR-A1AX-01,BRCA,non-glioma,8.8691
TCGA-BH-A201-01,BRCA,non-glioma,9.8043
TCGA-D8-A1XA-01,BRCA,non-glioma,10.5883
TCGA-D8-A27P-01,BRCA,non-glioma,9.9604
TCGA-E2-A109-01,BRCA,non-glioma,9.2179
TCGA-E9-A1R7-01,BRCA,non-glioma,8.2687
TCGA-EW-A1P6-01,BRCA,non-glioma,10.2549
TCGA-LL-A5YL-01,BRCA,non-glioma,11.8001
TCGA-PE-A5DD-01,BRCA,non-glioma,10.9729
TCGA-S3-A6ZF-01,BRCA,non-glioma,9.6686
TCGA-S3-AA17-01,BRCA,non-glioma,9.5335
TCGA-A2-A0YD-01,BRCA,non-glioma,9.4129
TCGA-A2-A0YG-01,BRCA,non-glioma,9.4182
TCGA-A2-A1FZ-01,BRCA,non-glioma,9.8523
TCGA-AC-A4ZE-01,BRCA,non-glioma,10.2794
TCGA-AN-A0XS-01,BRCA,non-glioma,10.2821
TCGA-AO-A12B-01,BRCA,non-glioma,9.6942
TCGA-BH-A0DH-01,BRCA,non-glioma,10.4103
TCGA-BH-A0DI-01,BRCA,non-glioma,9.9539
TCGA-BH-A5J0-01,BRCA,non-glioma,11.0094
TCGA-C8-A274-01,BRCA,non-glioma,10.4425
TCGA-E2-A1AZ-01,BRCA,non-glioma,9.7664
TCGA-E2-A1BC-01,BRCA,non-glioma,8.9259
TCGA-E9-A1R5-01,BRCA,non-glioma,10.3428
TCGA-E9-A1R6-01,BRCA,non-glioma,10.375
TCGA-E9-A1RH-01,BRCA,non-glioma,8.7046
TCGA-E9-A2JT-01,BRCA,non-glioma,9.2239
TCGA-E9-A54Y-01,BRCA,non-glioma,11.8508
TCGA-GI-A2C8-01,BRCA,non-glioma,9.3034
TCGA-GM-A3NW-01,BRCA,non-glioma,10.8128
TCGA-GM-A5PV-01,BRCA,non-glioma,11.1576
TCGA-OL-A5RU-01,BRCA,non-glioma,9.887
TCGA-S3-AA0Z-01,BRCA,non-glioma,9.5208
TCGA-UU-A93S-01,BRCA,non-glioma,9.7122
TCGA-3C-AALJ-01,BRCA,non-glioma,9.1742
TCGA-A2-A0ST-01,BRCA,non-glioma,9.0262
TCGA-A2-A0SY-01,BRCA,non-glioma,10.1772
TCGA-A2-A0T4-01,BRCA,non-glioma,10.7758
TCGA-A2-A0YI-01,BRCA,non-glioma,9.5083
TCGA-A2-A1FW-01,BRCA,non-glioma,8.9984
TCGA-A2-A4S2-01,BRCA,non-glioma,9.8741
TCGA-A7-A5ZV-01,BRCA,non-glioma,10.6675
TCGA-AC-A23C-01,BRCA,non-glioma,8.681
TCGA-AR-A255-01,BRCA,non-glioma,9.3847
TCGA-AR-A2LK-01,BRCA,non-glioma,10.38
TCGA-AR-A5QM-01,BRCA,non-glioma,8.9707
TCGA-B6-A0X4-01,BRCA,non-glioma,9.5413
TCGA-B6-A0X7-01,BRCA,non-glioma,10.1576
TCGA-B6-A2IU-01,BRCA,non-glioma,10.2639
TCGA-BH-A0C0-01,BRCA,non-glioma,10.5097
TCGA-D8-A1JE-01,BRCA,non-glioma,9.5545
TCGA-D8-A1JG-01,BRCA,non-glioma,7.3575
TCGA-D8-A1XB-01,BRCA,non-glioma,9.0784
TCGA-D8-A27V-01,BRCA,non-glioma,9.5821
TCGA-E9-A1NG-01,BRCA,non-glioma,9.8434
TCGA-E9-A1RG-01,BRCA,non-glioma,11.7652
TCGA-EW-A6SB-01,BRCA,non-glioma,10.213
TCGA-GM-A2DB-01,BRCA,non-glioma,10.5909
TCGA-A1-A0SG-01,BRCA,non-glioma,10.8056
TCGA-A2-A0YK-01,BRCA,non-glioma,9.3548
TCGA-A2-A1FX-01,BRCA,non-glioma,10.1802
TCGA-AN-A0XL-01,BRCA,non-glioma,9.6117
TCGA-AO-A128-01,BRCA,non-glioma,9.3298
TCGA-AQ-A04H-01,BRCA,non-glioma,9.4843
TCGA-AR-A24S-01,BRCA,non-glioma,9.9129
TCGA-B6-A0WT-01,BRCA,non-glioma,9.6795
TCGA-B6-A0X5-01,BRCA,non-glioma,10.2887
TCGA-BH-A6R9-01,BRCA,non-glioma,9.93
TCGA-C8-A278-01,BRCA,non-glioma,9.1649
TCGA-D8-A1XT-01,BRCA,non-glioma,9.7032
TCGA-D8-A1Y3-01,BRCA,non-glioma,10.1913
TCGA-E2-A1IE-01,BRCA,non-glioma,9.7784
TCGA-E9-A1QZ-01,BRCA,non-glioma,8.8713
TCGA-EW-A1J3-01,BRCA,non-glioma,9.8504
TCGA-LL-A440-01,BRCA,non-glioma,10.0308
TCGA-LL-A740-01,BRCA,non-glioma,7.6714
TCGA-LL-A8F5-01,BRCA,non-glioma,10.2696
TCGA-OL-A5DA-01,BRCA,non-glioma,10.5042
TCGA-Z7-A8R5-01,BRCA,non-glioma,11.0911
TCGA-A2-A0CK-01,BRCA,non-glioma,10.6365
TCGA-AR-A1AL-01,BRCA,non-glioma,9.1618
TCGA-B6-A0RL-01,BRCA,non-glioma,9.8329
TCGA-B6-A0RN-01,BRCA,non-glioma,10.4411
TCGA-BH-A0BC-01,BRCA,non-glioma,10.6402
TCGA-BH-A0DP-01,BRCA,non-glioma,10.1728
TCGA-BH-A202-01,BRCA,non-glioma,8.933
TCGA-C8-A3M7-01,BRCA,non-glioma,10.2881
TCGA-E2-A1IN-01,BRCA,non-glioma,9.3003
TCGA-E2-A1IU-01,BRCA,non-glioma,10.4056
TCGA-E9-A1NF-01,BRCA,non-glioma,9.6574
TCGA-E9-A5FK-01,BRCA,non-glioma,10.7314
TCGA-EW-A6SC-01,BRCA,non-glioma,10.0517
TCGA-A2-A0T0-01,BRCA,non-glioma,9.8688
TCGA-A2-A0YC-01,BRCA,non-glioma,10.0982
TCGA-A2-A4S3-01,BRCA,non-glioma,10.6953
TCGA-AN-A0XO-01,BRCA,non-glioma,10.6069
TCGA-AO-A03N-01,BRCA,non-glioma,9.5683
TCGA-AR-A0U3-01,BRCA,non-glioma,9.5756
TCGA-AR-A2LQ-01,BRCA,non-glioma,9.0072
TCGA-BH-A0BZ-01,BRCA,non-glioma,7.2375
TCGA-BH-A0RX-01,BRCA,non-glioma,10.3312
TCGA-C8-A1HE-01,BRCA,non-glioma,10.2287
TCGA-C8-A26Z-01,BRCA,non-glioma,10.3106
TCGA-C8-A8HP-01,BRCA,non-glioma,9.8921
TCGA-D8-A1JC-01,BRCA,non-glioma,8.2814
TCGA-D8-A1JM-01,BRCA,non-glioma,10.6959
TCGA-D8-A27M-01,BRCA,non-glioma,8.2529
TCGA-E2-A1LA-01,BRCA,non-glioma,11.1237
TCGA-E2-A1LH-01,BRCA,non-glioma,10.1262
TCGA-E9-A247-01,BRCA,non-glioma,9.7195
TCGA-EW-A1J5-01,BRCA,non-glioma,9.9391
TCGA-EW-A1P7-01,BRCA,non-glioma,9.511
TCGA-EW-A1PA-01,BRCA,non-glioma,9.6139
TCGA-EW-A2FR-01,BRCA,non-glioma,10.1445
TCGA-OK-A5Q2-01,BRCA,non-glioma,10.438
TCGA-OL-A66N-01,BRCA,non-glioma,11.7863
TCGA-AC-A2QH-01,BRCA,non-glioma,9.52380303047
TCGA-AR-A250-01,BRCA,non-glioma,9.3545
TCGA-B6-A0WW-01,BRCA,non-glioma,9.7369
TCGA-BH-A0W3-01,BRCA,non-glioma,10.2464
TCGA-BH-A8FZ-01,BRCA,non-glioma,9.8009
TCGA-C8-A26W-01,BRCA,non-glioma,9.6922
TCGA-C8-A26X-01,BRCA,non-glioma,9.335
TCGA-D8-A27I-01,BRCA,non-glioma,10.0269
TCGA-E2-A15K-01,BRCA,non-glioma,10.2582
TCGA-E9-A1N9-01,BRCA,non-glioma,9.7402
TCGA-E9-A1NA-01,BRCA,non-glioma,9.4133
TCGA-E9-A1R0-01,BRCA,non-glioma,9.8879
TCGA-E9-A228-01,BRCA,non-glioma,9.5349
TCGA-EW-A1P8-01,BRCA,non-glioma,9.0224
TCGA-GM-A2DH-01,BRCA,non-glioma,10.3332
TCGA-GM-A2DK-01,BRCA,non-glioma,10.7723
TCGA-GM-A2DN-01,BRCA,non-glioma,10.2051
TCGA-A2-A3Y0-01,BRCA,non-glioma,10.8538
TCGA-AR-A24Z-01,BRCA,non-glioma,8.7803
TCGA-B6-A0RM-01,BRCA,non-glioma,10.4596
TCGA-B6-A1KN-01,BRCA,non-glioma,9.5659
TCGA-D8-A1XM-01,BRCA,non-glioma,9.4994
TCGA-E2-A1IJ-01,BRCA,non-glioma,10.0644
TCGA-E2-A1LI-01,BRCA,non-glioma,9.7037
TCGA-GM-A2DC-01,BRCA,non-glioma,9.9827
TCGA-GM-A2DM-01,BRCA,non-glioma,9.8741
TCGA-OL-A5RZ-01,BRCA,non-glioma,10.372
TCGA-A1-A0SE-01,BRCA,non-glioma,9.8836
TCGA-A2-A0EP-01,BRCA,non-glioma,10.3823
TCGA-A2-A0YT-01,BRCA,non-glioma,10.2261
TCGA-AC-A7VC-01,BRCA,non-glioma,10.9606
TCGA-BH-A0BF-01,BRCA,non-glioma,10.3489
TCGA-BH-A0BT-01,BRCA,non-glioma,10.8563
TCGA-C8-A1HN-01,BRCA,non-glioma,9.5302
TCGA-C8-A275-01,BRCA,non-glioma,7.4614
TCGA-D8-A1JH-01,BRCA,non-glioma,9.8827
TCGA-D8-A1XO-01,BRCA,non-glioma,10.2472
TCGA-D8-A1XR-01,BRCA,non-glioma,9.3091
TCGA-D8-A1XU-01,BRCA,non-glioma,8.3675
TCGA-D8-A3Z6-01,BRCA,non-glioma,10.7964
TCGA-E9-A1RC-01,BRCA,non-glioma,10.4393
TCGA-E9-A22E-01,BRCA,non-glioma,9.747
TCGA-EW-A1OV-01,BRCA,non-glioma,10.7912
TCGA-EW-A1OZ-01,BRCA,non-glioma,10.0386
TCGA-EW-A1PE-01,BRCA,non-glioma,9.8153
TCGA-HN-A2NL-01,BRCA,non-glioma,9.7831
TCGA-3C-AAAU-01,BRCA,non-glioma,9.0487
TCGA-A2-A0T1-01,BRCA,non-glioma,9.0402
TCGA-A7-A26F-01,BRCA,non-glioma,8.78452341219
TCGA-AN-A0XR-01,BRCA,non-glioma,10.7391
TCGA-AQ-A7U7-01,BRCA,non-glioma,9.5132
TCGA-AR-A24W-01,BRCA,non-glioma,9.1319
TCGA-AR-A2LH-01,BRCA,non-glioma,10.1369
TCGA-BH-A0BS-01,BRCA,non-glioma,10.0038
TCGA-BH-A1ET-01,BRCA,non-glioma,9.4042
TCGA-D8-A1XK-01,BRCA,non-glioma,8.3066
TCGA-D8-A27W-01,BRCA,non-glioma,10.3117
TCGA-EW-A1P0-01,BRCA,non-glioma,9.5418
TCGA-LL-A73Z-01,BRCA,non-glioma,10.2312
TCGA-WT-AB41-01,BRCA,non-glioma,12.5445
TCGA-A1-A0SF-01,BRCA,non-glioma,10.7062
TCGA-A1-A0SK-01,BRCA,non-glioma,8.8546
TCGA-A2-A0CR-01,BRCA,non-glioma,11.8198
TCGA-A7-A4SE-01,BRCA,non-glioma,9.4696
TCGA-AC-A3QQ-01,BRCA,non-glioma,10.2376824559
TCGA-AN-A0XT-01,BRCA,non-glioma,10.0365
TCGA-AN-A0XU-01,BRCA,non-glioma,8.9627
TCGA-AR-A0U4-01,BRCA,non-glioma,9.5546
TCGA-AR-A1AS-01,BRCA,non-glioma,9.4557
TCGA-AR-A24N-01,BRCA,non-glioma,9.5183
TCGA-AR-A5QP-01,BRCA,non-glioma,10.6733
TCGA-BH-A0BM-01,BRCA,non-glioma,10.7187
TCGA-BH-A0DV-01,BRCA,non-glioma,10.3235
TCGA-BH-A8G0-01,BRCA,non-glioma,10.0536
TCGA-D8-A1JB-01,BRCA,non-glioma,8.925
TCGA-D8-A1JI-01,BRCA,non-glioma,9.2761
TCGA-D8-A1JJ-01,BRCA,non-glioma,10.1281
TCGA-E2-A107-01,BRCA,non-glioma,11.1075
TCGA-E2-A10C-01,BRCA,non-glioma,9.7716
TCGA-E9-A244-01,BRCA,non-glioma,9.8701
TCGA-GM-A2DO-01,BRCA,non-glioma,10.6535
TCGA-LD-A7W6-01,BRCA,non-glioma,9.8618
TCGA-PL-A8LV-01,BRCA,non-glioma,10.2431
TCGA-A2-A0YH-01,BRCA,non-glioma,9.3796
TCGA-A7-A2KD-01,BRCA,non-glioma,9.2791
TCGA-AR-A0TT-01,BRCA,non-glioma,10.1208
TCGA-BH-A0B3-01,BRCA,non-glioma,9.0497
TCGA-BH-A1F2-01,BRCA,non-glioma,7.7524
TCGA-BH-AB28-01,BRCA,non-glioma,10.8923
TCGA-C8-A1HJ-01,BRCA,non-glioma,8.3716
TCGA-C8-A1HK-01,BRCA,non-glioma,9.196
TCGA-C8-A8HQ-01,BRCA,non-glioma,9.9306
TCGA-D8-A1XW-01,BRCA,non-glioma,8.7627
TCGA-D8-A27T-01,BRCA,non-glioma,9.5187
TCGA-D8-A73X-01,BRCA,non-glioma,10.4628
TCGA-E2-A1BD-01,BRCA,non-glioma,10.1807
TCGA-EW-A1IZ-01,BRCA,non-glioma,10.6675
TCGA-EW-A1PG-01,BRCA,non-glioma,8.735
TCGA-GM-A2DD-01,BRCA,non-glioma,10.3191
TCGA-GM-A2DF-01,BRCA,non-glioma,9.9904
TCGA-3C-AALK-01,BRCA,non-glioma,10.1477
TCGA-5T-A9QA-01,BRCA,non-glioma,10.8483
TCGA-A1-A0SI-01,BRCA,non-glioma,10.1232
TCGA-A7-A4SD-01,BRCA,non-glioma,8.706
TCGA-AR-A24V-01,BRCA,non-glioma,10.2547
TCGA-AR-A24X-01,BRCA,non-glioma,9.1756
TCGA-BH-A0E1-01,BRCA,non-glioma,9.5509
TCGA-E2-A1L8-01,BRCA,non-glioma,9.7859
TCGA-E9-A243-01,BRCA,non-glioma,9.0434
TCGA-EW-A1PH-01,BRCA,non-glioma,9.1238
TCGA-EW-A2FW-01,BRCA,non-glioma,10.3234
TCGA-GM-A2DI-01,BRCA,non-glioma,9.572
TCGA-LD-A7W5-01,BRCA,non-glioma,10.45
TCGA-OL-A5RY-01,BRCA,non-glioma,10.4315
TCGA-A2-A0T7-01,BRCA,non-glioma,10.1612
TCGA-A7-A6VV-01,BRCA,non-glioma,9.2378
TCGA-AC-A7VB-01,BRCA,non-glioma,10.481
TCGA-AO-A12E-01,BRCA,non-glioma,10.1873
TCGA-AO-A1KR-01,BRCA,non-glioma,10.6042
TCGA-AR-A251-01,BRCA,non-glioma,9.4724
TCGA-B6-A40C-01,BRCA,non-glioma,10.473
TCGA-BH-A0BA-01,BRCA,non-glioma,9.4746
TCGA-BH-A1F6-01,BRCA,non-glioma,9.5606
TCGA-BH-A5IZ-01,BRCA,non-glioma,9.6162
TCGA-D8-A1JU-01,BRCA,non-glioma,9.7892
TCGA-E2-A15J-01,BRCA,non-glioma,10.0648
TCGA-E2-A1II-01,BRCA,non-glioma,8.8776
TCGA-E9-A1R2-01,BRCA,non-glioma,8.9698
TCGA-E9-A248-01,BRCA,non-glioma,8.9466
TCGA-OL-A5RX-01,BRCA,non-glioma,10.3054
TCGA-S3-AA15-01,BRCA,non-glioma,9.7538
TCGA-3C-AALI-01,BRCA,non-glioma,8.9509
TCGA-4H-AAAK-01,BRCA,non-glioma,10.576
TCGA-A1-A0SN-01,BRCA,non-glioma,9.4023
TCGA-A2-A0T6-01,BRCA,non-glioma,9.2526
TCGA-A2-A1G6-01,BRCA,non-glioma,9.5381
TCGA-A2-A25C-01,BRCA,non-glioma,9.5384
TCGA-A7-A26G-01,BRCA,non-glioma,8.3588
TCGA-AC-A23E-01,BRCA,non-glioma,9.5253
TCGA-AR-A0TW-01,BRCA,non-glioma,9.5517
TCGA-AR-A1AR-01,BRCA,non-glioma,8.1653
TCGA-AR-A252-01,BRCA,non-glioma,9.3194
TCGA-AR-A254-01,BRCA,non-glioma,9.9739
TCGA-B6-A0WZ-01,BRCA,non-glioma,10.0872
TCGA-C8-A1HG-01,BRCA,non-glioma,9.6863
TCGA-E2-A1B0-01,BRCA,non-glioma,9.2801
TCGA-E2-A1LG-01,BRCA,non-glioma,9.0476
TCGA-GM-A2DL-01,BRCA,non-glioma,10.5443
TCGA-LL-A5YO-01,BRCA,non-glioma,10.7584
TCGA-LL-A6FR-01,BRCA,non-glioma,12.1385
TCGA-A2-A1G0-01,BRCA,non-glioma,9.6652
TCGA-A2-A3XX-01,BRCA,non-glioma,10.6306
TCGA-AC-A6IX-01,BRCA,non-glioma,9.5121
TCGA-AO-A0JG-01,BRCA,non-glioma,9.8575
TCGA-AQ-A1H3-01,BRCA,non-glioma,9.4976
TCGA-AR-A1AQ-01,BRCA,non-glioma,9.8579
TCGA-AR-A24Q-01,BRCA,non-glioma,8.748
TCGA-AR-A2LM-01,BRCA,non-glioma,9.4676
TCGA-BH-A0DK-01,BRCA,non-glioma,10.6685
TCGA-C8-A8HR-01,BRCA,non-glioma,10.0348
TCGA-D8-A27L-01,BRCA,non-glioma,10.0644
TCGA-E9-A3HO-01,BRCA,non-glioma,10.3359
TCGA-GM-A3XL-01,BRCA,non-glioma,10.7079
TCGA-LL-A5YP-01,BRCA,non-glioma,10.5211
TCGA-LL-A7SZ-01,BRCA,non-glioma,11.4604
TCGA-OL-A6VQ-01,BRCA,non-glioma,9.9283
TCGA-A2-A0SX-01,BRCA,non-glioma,9.7124
TCGA-A2-A0YE-01,BRCA,non-glioma,9.5707
TCGA-A2-A0YL-01,BRCA,non-glioma,10.1056
TCGA-A7-A5ZX-01,BRCA,non-glioma,10.6073
TCGA-A7-A6VW-01,BRCA,non-glioma,11.1563
TCGA-A7-A6VY-01,BRCA,non-glioma,9.3017
TCGA-B6-A0X1-01,BRCA,non-glioma,9.3537
TCGA-BH-A208-01,BRCA,non-glioma,8.5697
TCGA-C8-A27A-01,BRCA,non-glioma,9.6983
TCGA-C8-A27B-01,BRCA,non-glioma,9.2325
TCGA-D8-A1J9-01,BRCA,non-glioma,9.1092
TCGA-E2-A573-01,BRCA,non-glioma,10.3651
TCGA-E9-A1N8-01,BRCA,non-glioma,9.5523
TCGA-E9-A1RA-01,BRCA,non-glioma,10.0513
TCGA-E9-A3X8-01,BRCA,non-glioma,12.4571
TCGA-EW-A1IX-01,BRCA,non-glioma,10.1424
TCGA-EW-A1P3-01,BRCA,non-glioma,10.8666
TCGA-OL-A6VR-01,BRCA,non-glioma,10.836
TCGA-A2-A3KD-01,BRCA,non-glioma,10.4556
TCGA-A7-A5ZW-01,BRCA,non-glioma,10.0525
TCGA-AC-A6IV-01,BRCA,non-glioma,10.2026
TCGA-AR-A0U2-01,BRCA,non-glioma,8.3843
TCGA-AR-A1AI-01,BRCA,non-glioma,9.8545
TCGA-AR-A1AO-01,BRCA,non-glioma,10.17
TCGA-AR-A24P-01,BRCA,non-glioma,9.4809
TCGA-AR-A24U-01,BRCA,non-glioma,8.3574
TCGA-B6-A401-01,BRCA,non-glioma,10.9641
TCGA-BH-A0AZ-01,BRCA,non-glioma,10.1197
TCGA-BH-A0C3-01,BRCA,non-glioma,9.6914
TCGA-BH-A1FH-01,BRCA,non-glioma,9.8481
TCGA-C8-A26V-01,BRCA,non-glioma,9.9634
TCGA-D8-A27K-01,BRCA,non-glioma,9.2986
TCGA-E2-A10F-01,BRCA,non-glioma,9.6049
TCGA-E2-A570-01,BRCA,non-glioma,10.141
TCGA-E9-A22G-01,BRCA,non-glioma,9.6994
TCGA-E9-A245-01,BRCA,non-glioma,10.9271
TCGA-S3-AA14-01,BRCA,non-glioma,10.2461
TCGA-A2-A3XV-01,BRCA,non-glioma,11.3635
TCGA-A2-A3XZ-01,BRCA,non-glioma,10.2833
TCGA-AO-A1KO-01,BRCA,non-glioma,9.3173
TCGA-AR-A1AN-01,BRCA,non-glioma,9.3888
TCGA-AR-A24K-01,BRCA,non-glioma,9.613
TCGA-AR-A24T-01,BRCA,non-glioma,10.0312
TCGA-AR-A2LO-01,BRCA,non-glioma,9.1851
TCGA-BH-A0H3-01,BRCA,non-glioma,9.4936
TCGA-BH-A0W4-01,BRCA,non-glioma,10.2583
TCGA-BH-A28Q-01,BRCA,non-glioma,9.7247
TCGA-BH-A6R8-01,BRCA,non-glioma,10.4721
TCGA-E2-A1B5-01,BRCA,non-glioma,10.1435
TCGA-GM-A2DA-01,BRCA,non-glioma,10.8583
TCGA-JL-A3YX-01,BRCA,non-glioma,10.484
TCGA-LL-A5YN-01,BRCA,non-glioma,11.3074
TCGA-XX-A899-01,BRCA,non-glioma,9.5299
TCGA-Z7-A8R6-01,BRCA,non-glioma,10.2655
TCGA-A2-A3XT-01,BRCA,non-glioma,8.5629
TCGA-AC-A2FK-01,BRCA,non-glioma,9.5553
TCGA-AR-A24R-01,BRCA,non-glioma,10.0018
TCGA-AR-A256-01,BRCA,non-glioma,9.0406
TCGA-BH-A0AU-01,BRCA,non-glioma,9.9956
TCGA-BH-A1EV-01,BRCA,non-glioma,10.0403
TCGA-BH-A2L8-01,BRCA,non-glioma,10.9488
TCGA-D8-A1XF-01,BRCA,non-glioma,8.6511
TCGA-E2-A1B1-01,BRCA,non-glioma,8.8095
TCGA-E2-A1IG-01,BRCA,non-glioma,10.322
TCGA-E9-A1N5-01,BRCA,non-glioma,9.415
TCGA-E9-A226-01,BRCA,non-glioma,7.2779
TCGA-E9-A249-01,BRCA,non-glioma,9.9502
TCGA-E9-A6HE-01,BRCA,non-glioma,11.7477
TCGA-HN-A2OB-01,BRCA,non-glioma,10.3017
TCGA-A2-A25A-01,BRCA,non-glioma,9.1928
TCGA-A7-A13F-01,BRCA,non-glioma,10.4579
TCGA-B6-A409-01,BRCA,non-glioma,10.8893
TCGA-BH-A1FM-01,BRCA,non-glioma,8.3646
TCGA-BH-A1FU-01,BRCA,non-glioma,8.4319
TCGA-E2-A15I-01,BRCA,non-glioma,9.511
TCGA-E2-A1B6-01,BRCA,non-glioma,10.4215
TCGA-E2-A1L6-01,BRCA,non-glioma,10.1158
